"F#","Score","nose_score","nose_x","nose_y","leftEye_score","leftEye_x","leftEye_y","rightEye_score","rightEye_x","rightEye_y","leftEar_score","leftEar_x","leftEar_y","rightEar_score","rightEar_x","rightEar_y","leftShoulder_score","leftShoulder_x","leftShoulder_y","rightShoulder_score","rightShoulder_x","rightShoulder_y","leftElbow_score","leftElbow_x","leftElbow_y","rightElbow_score","rightElbow_x","rightElbow_y","leftWrist_score","leftWrist_x","leftWrist_y","rightWrist_score","rightWrist_x","rightWrist_y","leftHip_score","leftHip_x","leftHip_y","rightHip_score","rightHip_x","rightHip_y","leftKnee_score","leftKnee_x","leftKnee_y","rightKnee_score","rightKnee_x","rightKnee_y","leftAnkle_score","leftAnkle_x","leftAnkle_y","rightAnkle_score","rightAnkle_x","rightAnkle_y"
"0","0.6653190228868934","0.998977780342102","127.26341496885213","95.1579028104259","0.9964948296546936","139.18295866523692","76.62813979967507","0.9942224621772766","106.65665370966096","76.7664897547359","0.7583836913108826","157.51720154207518","87.35476603550194","0.8309656977653503","81.21988932291667","88.5542526920285","0.9758509993553162","186.04211345996734","171.1646912161228","0.9751203060150146","65.13690624361725","165.59437979639105","0.7763056755065918","237.699684691585","262.6931681675194","0.7189289331436157","40.64530117059845","298.0829343542589","0.620863676071167","238.41426674836603","182.56815952537335","0.7195022702217102","13.721175848268995","196.17814595720412","0.7073817253112793","141.78548177083334","314.16163621750553","0.7980260848999023","63.01155040466708","307.9391614525719","0.09908505529165268","228.72132544424022","251.53963072110068","0.1453864723443985","62.86710452410131","318.88595175954094","0.09590046107769012","239.40239800347223","310.2087294316925","0.09902726858854294","69.01725419985704","305.8144250380255"
"1","0.6571299516979385","0.9990453124046326","126.95470473345588","95.19986313001246","0.9967179894447327","139.57029654309642","77.09770810287611","0.9945132732391357","106.72668058108661","76.74156796615736","0.7508872151374817","158.53691150939542","88.64202178685012","0.8448482155799866","81.73758712469363","89.03121003007467","0.9749466180801392","187.78026705473857","175.33119944344583","0.9683783054351807","63.93383549708946","167.15153786988387","0.7767974734306335","238.3054406658497","263.7184615683767","0.7186532020568848","39.028436000051066","301.2596684008573","0.6002525687217712","236.69802198223042","183.29009739698563","0.6628926992416382","1.7686516007566764","197.37293344683354","0.7600525617599487","140.2792458129085","332.80718508019913","0.7314465045928955","63.69614146114175","309.4296399681969","0.08959077298641205","203.63448797487746","317.63406129009957","0.13157208263874054","60.797685610702615","320.4877195105089","0.08303884416818619","211.181050219567","316.45593153691925","0.08757553994655609","68.45024158752042","305.38770827571904"
"2","0.6619171276688576","0.9990599751472473","126.9558935227737","94.95019963357302","0.9966886639595032","139.52140459048204","77.45338642491704","0.9948450326919556","106.73850464665033","77.09442678806002","0.7528462409973145","158.466206469567","89.29164110031805","0.8538049459457397","81.88892239838644","89.61453868224558","0.974234938621521","188.3318972120098","175.67720396328818","0.9761022329330444","63.94081265318628","167.05962864698563","0.7870487570762634","237.87187563827615","268.4397145499171","0.6601710915565491","37.29255626404208","300.3213906077157","0.6211257576942444","205.81105749591504","300.84935011061947","0.7186470031738281","-4.126089008805019","204.10811972829094","0.7637895941734314","139.16286892361111","333.5508849557522","0.7649710178375244","64.26666459226921","311.4220543245299","0.09051037579774857","204.2749502144608","316.3201742256637","0.1343216747045517","61.410813674428105","321.82260698976773","0.08185480535030365","210.4910577512255","314.76471757466817","0.08256906270980835","52.56060033062705","326.07156129009957"
"3","0.6597923522486406","0.9990160465240479","126.54647926879086","95.30775762237279","0.996803879737854","139.05717039419935","77.3608128370437","0.994229793548584","106.64468603196488","77.31909557781388","0.7320278882980347","158.62934985191995","89.2827126832135","0.8554230332374573","82.07342409620098","89.3743626417312","0.9691828489303589","189.9832771650327","176.5072550815819","0.9747018814086914","63.51462370429943","166.99069672981196","0.7868759036064148","239.4223920036765","268.282098010578","0.6665735244750977","39.74710701337827","302.5685970340155","0.6194055676460266","236.60400390625","180.8747742239353","0.679272472858429","0.5529856837652868","197.36638702122514","0.7798258066177368","140.06152982026146","332.68257613730646","0.752498984336853","66.33499045777165","312.7812478394635","0.10156596451997757","199.41953571793303","194.66681286297015","0.12588807940483093","61.95057588465074","321.9810823423673","0.08635716140270233","238.11210682189545","309.8702921909569","0.09682115167379379","51.191099079605806","325.18533082134957"
"4","0.6644815929672298","0.9990552067756653","126.8045263352737","94.74607754597622","0.9968012571334839","139.01381548713235","77.16992943687777","0.9948363304138184","107.07453310100082","77.00124554929481","0.7467472553253174","158.3090788398693","89.27401922445382","0.8601059913635254","82.25892310049021","89.99986226579784","0.97273850440979","188.69670394199346","174.28660705026275","0.9775440096855164","67.18229007097631","163.2085641506499","0.7752231359481812","237.7926496119281","265.99334446729813","0.6756539940834045","39.80612761054943","299.3504455026272","0.6647719144821167","207.60312946793303","299.03223088357305","0.7056637406349182","-3.1562508477105036","202.0232452122511","0.7438465356826782","140.15465430964053","333.3366677613385","0.7465388774871826","67.29968501072304","311.29277862278764","0.10503453016281128","203.39277279922388","315.8109141662058","0.1467573493719101","61.61261265573938","321.1782377800056","0.08767569065093994","210.30070784824346","313.6624550608407","0.09719275683164597","50.91877058440564","326.2846442028485"
"5","0.6707510093555731","0.9990631937980652","126.47172915390115","93.7286025865943","0.9967767596244812","137.492755565768","77.21146845184597","0.9944274425506592","108.92567753012663","78.59819260318723","0.7384333610534668","156.9248014961193","86.8687182401134","0.8455150723457336","82.58130042381536","88.0780731471239","0.9723496437072754","188.44042011335785","169.74194551991152","0.975323498249054","66.50401395909927","164.6642364231886","0.798916220664978","238.31945082720588","263.7917199599005","0.7416500449180603","40.67181755514706","302.1137176783739","0.661246120929718","237.35914841196896","179.24793884817478","0.7387778162956238","13.576125599979576","193.80853433524615","0.7107566595077515","141.237202563317","317.01905377143254","0.7913937568664551","65.2053972630719","309.2618959139934","0.1040840893983841","203.75022339665034","315.62061411089604","0.134770005941391","64.29997462852329","319.5103576120022","0.09916719794273376","241.03584239685458","311.5469549398507","0.10011627525091171","66.87401067197713","305.58837890625"
"6","0.6582328234525288","0.9990257024765015","126.74969043607027","95.278744317789","0.9966423511505127","139.31177874795753","76.80312705250968","0.9945422410964966","106.70591267105802","76.91874276220271","0.7587202191352844","157.7606879340278","87.12517932452988","0.8408727049827576","81.48623397926879","87.75049260232302","0.9742156267166138","188.62358940972223","172.003897607854","0.9697300791740417","64.83964109732435","166.0723498859237","0.8001404404640198","237.83654705371734","264.01930547393533","0.7024721503257751","40.813506880616835","303.6441877246958","0.65937340259552","237.13731553819446","179.970330432453","0.6608709692955017","-2.4603186713324656","197.74520468922844","0.6857009530067444","141.30687040441177","315.7952934872788","0.7395694851875305","65.95812429789625","310.4231734824392","0.09968484193086624","205.6601211448121","316.5433360412058","0.13341403007507324","64.10023009854984","321.05842522815266","0.0886148065328598","209.4580237694036","314.5839778933905","0.08636799454689026","66.40162648718342","306.651362866427"
"7","0.6566391565343913","0.9990589022636414","127.62632282730802","96.97491671131776","0.996743381023407","139.83800551470588","77.51245819361864","0.995468258857727","107.36462162990196","77.96297866686257","0.7057948112487793","157.5570938010621","88.69441749775305","0.8471633195877075","82.00020584405638","88.46436087009127","0.9750156998634338","186.2155330882353","171.64899707895466","0.9777080416679382","66.42125347860498","162.82559825255808","0.8057904243469238","239.02788947610296","262.4399964999309","0.6780653595924377","40.5914306640625","300.75102409430315","0.665764570236206","206.21443206188727","300.5486034292036","0.6447969079017639","25.37564146752451","186.18460596135233","0.7065938115119934","144.048521752451","317.77004545768807","0.7402589321136475","66.47619708690769","311.850067408739","0.10502928495407104","205.27118757659315","316.1726527931416","0.14102935791015625","63.5238826976103","320.48120549294805","0.08872305601835251","206.83513965482027","301.41169455199116","0.08986154198646545","66.36368894888685","304.7367926403485"
"8","0.6597184464335442","0.9990689158439636","127.46148003472223","95.80186691959348","0.9965251088142395","139.51348996629903","76.35805113125691","0.9948719143867493","107.27203967524511","77.20857603360066","0.7083090543746948","157.10985370710785","87.39912455060842","0.8509473204612732","82.74672564338236","89.03653305188745","0.97341388463974","187.03541475183823","171.06732123720963","0.9732508659362793","65.95228407118056","163.7444798292312","0.7768712043762207","236.4749604268791","265.1594854034154","0.7234676480293274","39.21069176368464","301.51572438467923","0.6254898309707642","238.54479421977126","179.90339161020466","0.7045555710792542","14.16425119038501","194.7093808334486","0.6923132538795471","140.77100566789215","316.9067274785675","0.7349755764007568","68.19294449550654","310.4590491910952","0.11238528043031693","203.16575393178107","314.73389752143254","0.14550083875656128","62.57891486672794","319.6702265106471","0.1007281094789505","239.31107664419935","311.13365510923677","0.10253921151161194","67.63483583537582","305.08508192754425"
"9","0.6642501880140865","0.9990828037261963","127.0908091426675","96.38127419800885","0.9967169761657715","138.7228892207925","76.76826409534016","0.9947004318237305","107.13285558363971","77.88680355105781","0.7247457504272461","157.354106030433","88.50854924294802","0.8237835168838501","82.50791462418302","90.48117038422983","0.9761063456535339","188.89377170138889","173.59655869745578","0.9726603627204895","67.56154577716504","167.61338495575222","0.8123410940170288","238.50458282271242","266.306876123479","0.7147133946418762","39.012024324703845","296.95098606886063","0.6912098526954651","206.43993502348857","300.9633292139104","0.6679663062095642","0.7471660539215687","200.269030005531","0.7681917548179626","138.71867659824346","332.69375691371687","0.7343753576278687","66.96116727941177","313.4009869330753","0.11439801752567291","204.14962469362746","316.8106376175332","0.13423693180084229","63.724943672130316","323.20370834485624","0.08730807155370712","220.43632557189542","311.2329533669801","0.07971622794866562","48.99572434768179","328.0879251935841"
