"F#","Score","nose_score","nose_x","nose_y","leftEye_score","leftEye_x","leftEye_y","rightEye_score","rightEye_x","rightEye_y","leftEar_score","leftEar_x","leftEar_y","rightEar_score","rightEar_x","rightEar_y","leftShoulder_score","leftShoulder_x","leftShoulder_y","rightShoulder_score","rightShoulder_x","rightShoulder_y","leftElbow_score","leftElbow_x","leftElbow_y","rightElbow_score","rightElbow_x","rightElbow_y","leftWrist_score","leftWrist_x","leftWrist_y","rightWrist_score","rightWrist_x","rightWrist_y","leftHip_score","leftHip_x","leftHip_y","rightHip_score","rightHip_x","rightHip_y","leftKnee_score","leftKnee_x","leftKnee_y","rightKnee_score","rightKnee_x","rightKnee_y","leftAnkle_score","leftAnkle_x","leftAnkle_y","rightAnkle_score","rightAnkle_x","rightAnkle_y"
"0","0.7339220345020294","0.997938871383667","126.1901935253268","119.57990258140903","0.9957510232925415","140.74746923508988","105.55311624982717","0.9942693710327148","115.3961540670956","105.20530498133297","0.7814473509788513","151.99973511540034","118.28914676092369","0.8223038911819458","93.61877042483661","112.45873645343613","0.9896300435066223","168.92633974162584","183.2853172099696","0.9922447800636292","69.46352890114379","175.2037872044386","0.9916600584983826","204.34599034926472","274.87666577364496","0.9840136766433716","29.631084367340687","263.4444677302268","0.9498243927955627","159.09691904105392","229.97704970098178","0.97348952293396","65.30744166156046","229.9023329473175","0.8564127087593079","151.60778569240196","330.4982413232854","0.9566679000854492","65.83210066253064","327.6106194690266","0.08910461515188217","158.50293926164215","270.6496679255393","0.058778874576091766","71.09463560814952","354.79941579092923","0.024463651701807976","205.8880495557598","253.4055564677821","0.01867385394871235","55.377763735702615","242.22727547704648"
"1","0.73395527537693","0.9978998899459839","125.90448516646242","120.15896957532496","0.9958250522613525","140.29742072610296","105.7761889432384","0.9941627383232117","114.98460956648285","105.5572158678443","0.7757598757743835","152.2909645629085","118.04831445744608","0.8086086511611938","93.52801553564134","112.81735580579371","0.9887556433677673","169.50934117136438","182.4005451033601","0.9923818707466125","69.75049785539215","174.848983899682","0.9928715825080872","204.3814306321487","273.85720582134957","0.9842503070831299","29.72202276092729","263.4894825082965","0.9456114768981934","160.93713299121734","231.1919787921737","0.9726276397705078","65.37886875127656","229.42977500172844","0.8712256550788879","151.88079235600492","329.4286461214049","0.9582664370536804","65.86867388556986","326.4879398852323","0.08854793012142181","159.4445561427696","271.4245443428512","0.07028277218341827","71.27301783343546","354.08316553166486","0.020491600036621094","167.16910169015523","336.5117489975111","0.019670559093356133","55.23197348600899","241.9903888533601"
"2","0.7306218604173731","0.9978834390640259","125.5545502706291","119.6044111673811","0.995610773563385","140.3064204197304","105.28919321245853","0.9940529465675354","114.89818697661357","105.02697969959901","0.7583823204040527","152.10091784109477","118.02250954957135","0.8193623423576355","93.15716113919527","112.57572950515073","0.9890361428260803","170.6656262765523","183.4930852029176","0.9926230907440186","68.65048477073121","175.8907567927268","0.9925049543380737","204.26489736519608","273.65685927129425","0.9826260805130005","29.51300527535233","263.38940645741155","0.9477448463439941","161.1462162990196","230.94768692961838","0.9736654758453369","65.06607354856006","231.34744019634957","0.8538601994514465","147.99895641850492","332.06973995782636","0.9505798816680908","65.08817784926471","327.66798171321904","0.07126908749341965","159.5870832056781","270.9183954559596","0.05546267703175545","69.64008406096814","353.8148268978153","0.024601982906460762","205.40892756842322","254.00852439677823","0.0213053859770298","55.22230360243056","241.57446397089328"
"3","0.7296840172699269","0.997870147228241","125.10952818627452","119.89291570882882","0.9955812096595764","140.23033790339053","105.43859431173951","0.9940919280052185","114.56260531556373","105.36532781820382","0.7663081884384155","151.69484655841504","118.12342010768116","0.8038455843925476","93.43919143178105","112.7939490934389","0.9889907836914062","170.77625548917484","183.56308658566095","0.9920992851257324","69.04077467575573","175.66020594233962","0.9927894473075867","203.87216605392157","274.1832955959624","0.9835755825042725","29.461568196614586","263.9640011407633","0.9444354772567749","160.98010493259804","231.29161733441651","0.9727598428726196","65.01397026909723","229.99589498064162","0.8528946042060852","151.41917509191177","331.47317261822457","0.9495412111282349","64.61825900607639","327.8829442927268","0.07489950954914093","159.49233111213235","271.90283851285955","0.05798126757144928","69.8965434155433","353.70405619123346","0.01672607660293579","165.80062168096407","336.21122917242815","0.020238148048520088","55.20274841707516","241.90870436946904"
"4","0.7336680719300228","0.9977230429649353","125.21435706444036","120.02552133745853","0.9958194494247437","140.42257072099673","105.55532809907358","0.9938278794288635","114.47110045189952","105.73018571971792","0.7669863700866699","151.74238217422388","118.09377484616981","0.8074312210083008","93.14938214869282","112.82456659637722","0.9899104833602905","170.68067363664215","183.10851510647126","0.9926857948303223","69.16694591247958","175.28770784361174","0.9926422238349915","204.92238562091504","273.1131818653208","0.9854099750518799","27.659058415032682","262.2317261822456","0.9504892826080322","160.13837826797388","230.9273346757467","0.9743922352790833","64.96675778058619","229.80724773575776","0.86884605884552","151.20500153186276","329.89966468473455","0.9547538161277771","64.96089760774102","325.8989560287611","0.0838187038898468","159.49884152879903","271.0303004442063","0.07602088153362274","69.5303324780433","353.17081417657636","0.01811288483440876","164.74815219056373","336.6186955544801","0.023486919701099396","54.31850458282272","241.69823030454924"
"5","0.7330461213474765","0.9979381561279297","124.89988638684642","120.13063683974005","0.9959730505943298","140.4150869332108","105.22037472345134","0.9941437840461731","113.96165236928105","105.96993235360206","0.7647132277488708","156.102925219567","115.62121906111727","0.804435133934021","92.85538417841096","113.51750736742949","0.9891665577888489","171.29921109068627","183.41595404970965","0.9927579164505005","69.13034875408498","175.60012142215157","0.9923487901687622","205.03349354064542","273.5118980745299","0.9860073924064636","28.356063942504086","261.49426485584905","0.944402277469635","161.17889603758172","232.076167553927","0.9726794362068176","66.52575524024715","229.03914460038717","0.8610425591468811","151.99518739787584","330.16032261131085","0.9522289037704468","63.60190397773693","326.1392617014657","0.09827018529176712","159.6496342677696","271.4311069724834","0.07694336771965027","70.88628631791259","353.3315580925056","0.017853740602731705","164.82348473243465","338.4588893113938","0.020879583433270454","55.12900358711193","241.7788453228706"
"6","0.7319170250831282","0.9978164434432983","125.1541436887255","120.0217052898576","0.9953977465629578","140.03890293096407","105.58598611207135","0.9939903616905212","114.30103177338644","106.08593695986589","0.7710593342781067","151.54657501021242","118.09273778864768","0.7987624406814575","92.82874412785948","113.3793923707135","0.9900320768356323","170.31393612132354","183.1970376883988","0.9923187494277954","69.74325342116013","175.0893057764104","0.993369460105896","202.71830639808007","272.24960462181974","0.9858162999153137","28.269190570108254","263.41568938398785","0.949178159236908","159.977436938317","230.98949331097901","0.9727307558059692","65.73331546160131","229.45506948285401","0.8619164824485779","151.2787543402778","331.7485113903485","0.9505220651626587","63.03709341809641","327.2721498202434","0.08429235219955444","159.40684997957518","271.514768347276","0.06691920012235641","69.43083320567811","353.77823821211285","0.015791958197951317","164.14118349162584","337.01485152793146","0.022675540298223495","54.374868355545345","242.75648268978154"
"7","0.7311029567876283","0.9978035092353821","125.39770986519609","119.81980315351909","0.9954437017440796","140.05205141952615","105.27749390728707","0.9940280914306641","114.48843762765523","106.13464625535813","0.7601110935211182","151.09643075980392","117.79600970512999","0.7969443798065186","92.67862955729167","113.18449847466124","0.9897263646125793","170.5426304636438","182.88360325636063","0.9926442503929138","68.98304259854984","175.14119106056418","0.992861807346344","204.11945018892976","272.9265763274337","0.9865119457244873","28.226759168836807","263.7732149647401","0.9503134489059448","159.44621566074346","231.42419865701052","0.9730488061904907","64.14058111851512","229.19436294420632","0.8584206700325012","147.15304904513889","335.8265456478153","0.9513919949531555","63.10998056449142","328.38643571971795","0.08642653375864029","159.52386195363562","271.20760487244195","0.06554447114467621","69.13638046364379","354.0873785778485","0.015492968261241913","234.13017322814545","312.96367273921464","0.022036228328943253","54.50433868208742","241.94184159810567"
"8","0.7303236316451255","0.9977239966392517","125.26660794526144","119.69837830129978","0.9957564473152161","139.83176636540034","105.73183042813193","0.9938545823097229","114.5279389425041","105.87376957446074","0.7604652047157288","155.9912428513072","118.68292074287888","0.807697594165802","92.62066610498367","113.25919902430172","0.990170419216156","170.28570835886438","182.60144259022402","0.9929681420326233","68.47436044730392","175.38640655247514","0.9927854537963867","203.76780790441177","272.9979388481748","0.9860807657241821","27.529703776041668","262.5085881326051","0.9532578587532043","160.74099073223042","231.87420060149338","0.973937451839447","63.34860807929943","230.5870663803236","0.8579096794128418","151.98598026450165","334.4696531042589","0.9500790238380432","64.79076111238767","329.9070861276272","0.06890518218278885","160.42107077205884","271.6616740268944","0.0545545257627964","70.252685546875","354.4262047151549","0.01625644601881504","50.25568943397672","237.9695547998479","0.023098964244127274","54.038516773897065","240.83923879977877"
"9","0.7314364435699057","0.9979950189590454","125.18043268739788","119.56520553183768","0.9958756566047668","140.02489276960785","105.54811730849005","0.9945123195648193","114.40886054942811","105.97270324166898","0.7668846249580383","155.32914305044935","118.05934939764244","0.8096886277198792","92.7585177951389","113.10091001797568","0.9913550019264221","169.67376110600492","183.32783656837668","0.9925708174705505","68.4451353783701","174.7994481989768","0.9927117824554443","203.78823274101308","274.0287416171184","0.9865041375160217","28.818165897543913","262.94364996715984","0.9460766315460205","159.61224724264707","231.17587199253322","0.9719403386116028","65.4007217307496","228.49648804791207","0.8589988946914673","151.87204797283496","333.60289987209626","0.9525690674781799","63.92014447380515","328.34962017768254","0.0758252888917923","159.74299811070262","272.04679506014935","0.06308627128601074","70.85146835426879","353.27267267007744","0.015142649412155151","50.52666558159723","238.1664660968612","0.02268241159617901","54.14957283369077","241.00032300020743"
